,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
4977,4977,Prabhakar Kr Mishra,@PMishra_Journo,2023-01-08T05:09:31.000Z,"Prabhakar Kr Mishra
@pamishra_journo
,
8 Jan","Feel the pain! #joshimathsinking
The following media contains potentially sensitive content. Change settings
view
12
42
201
5,811",,12.0,42.0,201,[],https://twitter.com/PMishra_Journo/status/1611953221848961024,PERSON,male,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.5562}",-0.5562,neg
4983,4983,Uttarakhand Tak,@UttarakhandTak,2023-01-08T03:40:30.000Z,"up to Uttarakhand
@Uttarakhand
,
8 Jan","'Our world is getting ruined, government should save it..' The old man started crying hugging CM Dhami. Joshimath | ukt
,
Full Video.. https://youtu.be/0weeRRnTdgY
,
@BJP4UK
 @INCUttarakhand
 @harishrawatcmuk
 @pushkardhami
 @KaranMaharaINC
  @milindkhandekar
 @realvijaynegi29
 
#joshimath
#joshimathsinking
1:35
2
5
268",,,2.0,5,['https://pbs.twimg.com/ext_tw_video_thumb/1611782690348609537/pu/img/FORYzZt_O3effeQt.jpg'],https://twitter.com/UttarakhandTak/status/1611930819655864320,PERSON,male,"{'neg': 0.15, 'neu': 0.704, 'pos': 0.146, 'compound': -0.0516}",-0.0516,neg
4985,4985,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-08T03:31:45.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
8 John","Joshimath Is Sinking: City will be divided into different zones, Chief Minister Dhami said work will start on war footing

https://amarujala.com/dehradun/joshimath-is-sinking-cm-dhami-reached-ground-zero-said-that-work-will-start-on-a-war-footing-uttarakhand-news…

#uttarakhandnews #dehradunnews
@AmarUjalaNews
 #Joshimath #JoshimathIsSinking #JoshimathLandslide #joshimathsinking
@OfficeofDhami
amarujala.com
Joshimath Is Sinking: City will be divided into different zones, Chief Minister Dhami said work will start on war footing
Chief Minister Pushkar Singh Dhami, who reached Joshimath to take stock of the ground condition of landslide, said that relief and safety of the people
154",,,,,['https://pbs.twimg.com/card_img/1621409036150214657/URq4WLsz?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1611928619856842752,PERSON,male,"{'neg': 0.091, 'neu': 0.825, 'pos': 0.085, 'compound': -0.3612}",-0.3612,neg
4989,4989,Dainik Jagran,@JagranNews,2023-01-08T02:10:00.000Z,"Dainik Jagran
@jagranoos
,
8 Jan","Joshimath declared disaster area, army vacated the colony

#Joshimath #joshimathsinking #Uttarakhand #IndianArmy
jagran.com
Joshimath Sinking: Joshimath declared disaster area, army vacates colony
Joshimath Sinking The landslide-affected area of ​​about one and a half kilometer of the city has been declared disaster. Geo-technical and geo-physical study of Joshimath will be conducted for a long-term solution. as well as...
3
3
30
2,991",,3.0,3.0,30,[],https://twitter.com/JagranNews/status/1611908044203429889,PERSON,male,"{'neg': 0.179, 'neu': 0.757, 'pos': 0.064, 'compound': -0.872}",-0.872,neg
4992,4992,Rajneesh Agrawal,@rajneeshagraw13,2023-01-09T22:11:48.000Z,"Rajneesh Aggarwal
@rajneeshgraun13
·
10 reports","https://youtu.be/OqpTVa7I5PQ
@INCIndia
 @harishrawatcmuk
 #joshimathsinking
youtube.com
Former CM Harish Rawat urged the central government to save Joshimath,...
Former CM Harish Rawat requested the central government to save Joshimath, said - Joshimath is drowning, save itDescription:- The Official Youtube Account of India's Most ...
5",,,,,[],https://twitter.com/rajneeshagraw13/status/1612572874983997440,PERSON,male,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.8625}",0.8625,pos
4994,4994,Abhishek Bhatt,@officialabrk,2023-01-09T21:59:31.000Z,"Abhishek Bhatt
@officialabrk
·
10 Jan","evening will fall where nothing will be seen
I will miss that home in Joshimath

#savejoshimath
#saveuttarakhand
#Uttarakhand #joshimathsinking #JoshimathEmergency #uttarakhandnews #SADS #SaveSoil #pahadi #pahad #badrinath
The following media contains potentially sensitive content. Change settings
view
72",💔,,,,[],https://twitter.com/officialabrk/status/1612569783383511040,PERSON,male,"{'neg': 0.044, 'neu': 0.956, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
4995,4995,SACHIN RS GURJAR *Farmer's son*,@Sachin1819hot,2023-01-09T21:59:07.000Z,"SACHIN RS GURJAR *Farmer's son*
@Sachin1819hot
,
Jan 10","#Uttarakhand #Save Joshimath
#joshimath
@dollysharmaINC
#Uttarakhand_mange_land_law
#Uttarakhand #joshimathsinking.
1
8
12
743",,1.0,8.0,12,['https://pbs.twimg.com/ext_tw_video_thumb/1612569606174179328/pu/img/DjazXGu1SRQStaz5.jpg'],https://twitter.com/Sachin1819hot/status/1612569682460184576,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4996,4996,Bihari Babu,@biharkaaladka,2023-01-09T18:52:29.000Z,"Bihari Babu
@biharkaaladka
,
Jan 10","Joshimath is a town located in the Chamoli district of the Indian state of Uttarakhand. It is situated at an altitude of 6150 feet above sea level and is known for its ancient temples and natural beauty. 
#joshimathsinking
1
1
205",,1.0,,1,['https://pbs.twimg.com/media/FmDU3NQaEAEus2j?format=jpg&name=small'],https://twitter.com/biharkaaladka/status/1612522715013054464,PERSON,male,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.743}",0.743,pos
4998,4998,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-09T18:28:35.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
9 John","The landslide prone area in Joshimath has been divided into three zones. At the same time, a company PAC has been sent for relief and rescue work.
https://amarujala.com/dehradun/uttarakhand-news-landslide-area-divided-into-three-zones-one-company-pac-and-police-force-leave…
#joshimath #joshimathsinking
amarujala.com
Joshimath Sinking: Landslide area divided into three zones, one company PAC and police force Joshimath...
The landslide prone area in Joshimath has been divided into three zones. The first is the danger zone. Thick cracks have come in the houses here. houses
108",,,,,[],https://twitter.com/AU_DehradunNews/status/1612516703661068289,PERSON,male,"{'neg': 0.043, 'neu': 0.877, 'pos': 0.08, 'compound': 0.4588}",0.4588,pos
4999,4999,Nachiketa Jitender Khurana,@iJKhurana,2023-01-09T18:28:06.000Z,"Nachiketa Jitendra Khurana
@Izkhurana
·
Go to 9","Atleast give attention to this  #Joshimath #JoshimathIsSinking #joshimathsinking
Y P Sundriyal
@SundriyalY
·
8 Jan
We are opposing the Thandi sadak in Srinagar Garhwal based on fragile slopes and weak geological settings. But the government's geologist declared the site fit for the construction of Thandi sadak. However, the same organization's geologists reported the site very weak earlier
123",👇,,,,['https://pbs.twimg.com/profile_images/3040871197/53977daf91ca004abd09ac89fb9116bd_mini.jpeg'],https://twitter.com/iJKhurana/status/1612516578528231424,PERSON,male,"{'neg': 0.097, 'neu': 0.849, 'pos': 0.054, 'compound': -0.3716}",-0.3716,neg
5000,5000,Deepak Dobhal,@AnchorDeepak_,2023-01-09T17:21:44.000Z,"Deepak Doval
@anchordeepak_
,
9 Jan","Not a hardcore memer but I thought this way! How about you?
#Joshimath #Joshimathcrisis #joshimathsinking
2
1
12
745",,2.0,1.0,12,['https://pbs.twimg.com/media/FmDAFgDXEAYLx1l?format=jpg&name=small'],https://twitter.com/AnchorDeepak_/status/1612499880488103937,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5004,5004,Ravindra,@ravindraxyyadav,2023-01-09T17:19:31.000Z,"Ravindra
@ravindrasiadav
,
9 Jan","Take a look here too...
Sound of development or destruction?
#joshimathsinking
@RaipurNitin
 
@Ravalkalpesh_s
 
@AchryConfucious
 
@abhaShukla23
 
@budhwardee
 
@MadhuKothari9
 
@sharwan24530535
Nitin Singhvi, India
@RaipurNitin
,
Jan 9
#joshimathsinking Next time whole Uttarakhand. The rail line connecting Gangotri-Yamunotri will pass through 70% tunnels. 90% of the Rishikesh-Karnprayag rail line will pass through the stomach of the Himalayas. 14.8 km in Devprayag-Janasu line. #India's biggest tunnel. #Uttrakhand Want more development? @INCIndia
10",👇,,,,"['https://pbs.twimg.com/profile_images/1524711867637280769/mLGML1Cy_mini.jpg', 'https://pbs.twimg.com/media/FmBxczRacAA7BBO?format=jpg&name=900x900']",https://twitter.com/ravindraxyyadav/status/1612499320145862661,PERSON,male,"{'neg': 0.059, 'neu': 0.922, 'pos': 0.019, 'compound': -0.5803}",-0.5803,neg
5006,5006,Vijay Negi,@realvijaynegi29,2023-01-09T16:29:47.000Z,"Vijay Negi
@railvijaynegi29
,
9 Jan","People's homes are being destroyed in Joshimath. God protect everyone..
,

,
@pushkardhami
@harishrawatcmuk
,
#SaveJoshimath
#joshimathsinking
#joshimathcrisis
#JoshimathSubsidence
1
10
933",😢,,1.0,10,['https://pbs.twimg.com/ext_tw_video_thumb/1612486327915905024/pu/img/96iLBQlsn06oDdkP.jpg'],https://twitter.com/realvijaynegi29/status/1612486805307392000,PERSON,male,"{'neg': 0.14, 'neu': 0.655, 'pos': 0.205, 'compound': 0.128}",0.128,pos
5008,5008,Aviral Srivastava,@anshpatrkaar,2023-01-09T16:28:49.000Z,"Aviral Srivastava
@anshpatrakar
·
9 informed","Everyone wanted a railway on the mountain, wanted a hotel, wanted a good road, wanted geyser water, then this would be the situation which is happening in Joshimath, let the mountain remain a mountain, don't waste it in the process of making reels that you will have to cry later, and this
@narendramodi
 Those who are PM should understand. #joshimathsinking
1
2
65",,1.0,2.0,,[],https://twitter.com/anshpatrkaar/status/1612486562838872065,PERSON,male,"{'neg': 0.05, 'neu': 0.866, 'pos': 0.084, 'compound': 0.2805}",0.2805,pos
5009,5009,Amar Ujala Dehradun,@AU_DehradunNews,2023-01-09T16:28:08.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
9 John","Taking lessons from the Joshimath landslide, the Uttarakhand government has decided to conduct a scientific and technical survey of all the hill towns of the state.https://amarujala.com/dehradun/uttarakhand-news-after-joshimath-landslide-all-the -hilly-cities-survey-will-be-done…
#Uttarakhand #Joshimath #joshimathsinking
amarujala.com
Uttarakhand: After the Joshimath landslide, survey will be done of all the hilly cities, the government will see the burden of the city...
Taking lessons from the Joshimath landslide, the Uttarakhand government has decided to conduct a scientific and technical survey of all the hill towns of the state.
3
157",,,,3,[],https://twitter.com/AU_DehradunNews/status/1612486390465564674,PERSON,male,"{'neg': 0.036, 'neu': 0.964, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neg
5010,5010,Shekhar Gurera,@GureraShekhar,2023-01-09T16:25:36.000Z,"Shekhar Gurera
@gurersekhar
,
9 Jan","#ShekharGurera #Cartoon for 10.01.2023
#Joshimath #JoshimathIsSinking #Joshimathcrisis #JoshimathSubsidence #joshimathsinking #Uttrakhand
2
5
603",,,2.0,5,['https://pbs.twimg.com/media/FmCzOrIaEAATm8T?format=jpg&name=small'],https://twitter.com/GureraShekhar/status/1612485752650371078,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5018,5018,Punjab Kesari,@punjabkesari,2023-01-09T15:15:45.000Z,"Punjab Kesari
@punjabkesari
,
9 Jan","Joshimath Sinking: Crisis on Chardham Yatra, Will Badri Baba be seen this year?...Many questions in people's mind
https://m.punjabkesari.in/national/news/joshimath-sinking-will-badri-baba-be-seen-this-year-1748607?utm_source=twitterbot&utm_medium=social…

#Uttarakhand #JoshimathSinking #Joshimathcrisis #Badrinath #CharDham #Rishikesh #NationalNews #Joshimath
7
248",,,,7,['https://pbs.twimg.com/media/FmCjQd1aYAAAjPO?format=jpg&name=small'],https://twitter.com/punjabkesari/status/1612468172954927106,PERSON,male,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.6662}",-0.6662,neg
5025,5025,Bhavesh Pandya,@bhav64,2023-01-09T14:09:12.000Z,"Bhavesh Pandya
@Bhav:64
·
9 informed","Stop distruction on Sahyadri Mountains in the name of development , stone crusher mafias .. Joshimath eye opener 
@CMOMaharashtra
 @SahyadriJunnar
 @sukhikonduskar
 @DDSahyadri
 #joshimathsinking
1
1
87",,,1.0,1,[],https://twitter.com/bhav64/status/1612451424939671552,PERSON,male,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
5026,5026,sanjeev kumar patro,@FactlySanjeev,2023-01-09T14:04:19.000Z,"Sanjeev Kumar Petro
@factlysanjeevi
·
9 John","#EXCLUSIVE #joshimathsinking 
A study published in 
@CurrSci
 12-years back had stated why impending disaster awaits #Joshimath
*Time apt to revisit other places in #Uttarakhand that may soon replay #Joshimathcrisis 
*Mishra Commission had also warned of the disaster in waiting
2
179",👇 👇,,,2,"['https://pbs.twimg.com/media/FmCQ0lsXwAAALWK?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmCQ0l7WQAE9_W_?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmCRV3GWAAIzO54?format=jpg&name=360x360']",https://twitter.com/FactlySanjeev/status/1612450198650867713,PERSON,male,"{'neg': 0.221, 'neu': 0.751, 'pos': 0.028, 'compound': -0.875}",-0.875,neg
5029,5029,Mohit Sharma,@Awara013,2023-01-09T13:31:36.000Z,"Mohit Sharma
@Awara013
·
9 Jan","people should not build more than one floor in mountains, be it for hotel or home. Make it light. #joshimathsinking
10",,,,,[],https://twitter.com/Awara013/status/1612441965559414786,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5031,5031,The Statesman,@TheStatesmanLtd,2023-01-09T13:15:30.000Z,"The Statesman
@TheStatesmanLtd
·
9 Jan","The #Supremecourt, on Monday, asked a lawyer, who is seeking to declare sinking of areas in #Joshimath as a national disaster, relief and compensation to affected people and to mention his plea for urgent hearing on Jan. 10.
Read more: 
https://thestatesman.com/india/joshimath-sinking-sc-to-hear-plea-for-compensation-to-affected-people-1503145247.html…
#JoshimathSinking
1
137",,,,1,['https://pbs.twimg.com/media/FmCFeFKaYAANPJx?format=jpg&name=small'],https://twitter.com/TheStatesmanLtd/status/1612437911248506883,PERSON,male,"{'neg': 0.12, 'neu': 0.777, 'pos': 0.103, 'compound': -0.2023}",-0.2023,neg
5046,5046,Prashant Prashant,@prashantjourno,2023-01-09T11:55:28.000Z,"Prashant Prashant
@prashantjourno
,
Jan 9","There is a thin line between need and greed

#JoshimathIsSinking #joshimathsinking #Joshimath #JoshimathSubsidence
4
188",,,,4,[],https://twitter.com/prashantjourno/status/1612417771694096387,PERSON,male,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
5049,5049,Deepak Pandey,@deepakpandeynn,2023-01-09T11:18:47.000Z,"Deepak Pandey
@deepakpandeynn
·
9 Jan","#Joshimath Crisis: You will be surprised to know the reason of landslide in Joshimath, scientist revealed this
#JoshimathIsSinking #joshimathsinking #Joshimathcrisis #JoshimathLandslide #JoshimathKoBachanaHai
newsnationtv.com
Joshimath Crisis: You will be surprised to know the reason of landslide in Joshimath, scientist revealed this
The central and state governments are very serious about the incidents of land subsidence and cracks in houses in Joshimath, Uttarakhand. In Chamoli's Joshimath Crisis, more than 600 houses have developed cracks, while 68...
1
1
63",,1.0,,1,['https://pbs.twimg.com/card_img/1622756727660609539/GunTHbcQ?format=jpg&name=small'],https://twitter.com/deepakpandeynn/status/1612408538277769217,PERSON,male,"{'neg': 0.16, 'neu': 0.796, 'pos': 0.044, 'compound': -0.902}",-0.902,neg
5054,5054,Dalchand Kumar,@Dalchand41,2023-01-09T10:31:41.000Z,"Dalchand Kumar
@Dalchand41
·
9 Jan","Joshimath: 'Jaan' stuck in trouble, red marks in Joshimath.... Watch special report from the ground

#Joshimath #joshimathsinking #Joshimathcrisis
youtube.com
Joshimath: 'Jaan' stuck in trouble, red marks in Joshimath.... see...
Joshimath: 'Jaan' stuck in trouble, red marks in Joshimath.... Watch special report from the ground #joshimath #uttarakhand #joshimathsinking Republic's trust Hindi...
60",,,,,['https://pbs.twimg.com/card_img/1623259603126595585/owpMqU-N?format=jpg&name=240x240'],https://twitter.com/Dalchand41/status/1612396684490969090,PERSON,male,"{'neg': 0.218, 'neu': 0.648, 'pos': 0.134, 'compound': -0.5267}",-0.5267,neg
5059,5059,DK The Khabri,@DKKhabri,2023-01-09T09:46:26.000Z,"Dr. T Khabari
@Dakshatabri
·
Go to 9","Truth of Joshimath Landslide: 'Re-settling Joshimath is not free from danger', know why Kanpur IIT experts are saying this? https://indianviewer.com/desh/truth-of-joshimath-landslide-%e0%a4%9c%e0%a5%8b%e0%a4%b6%e0%a5%80%e0%a4%ae%e0 %a4%a0-%e0%a4%95%e0%a5%8b-%e0%a4%a6%e0%a5%8b%e0%a4%ac%e0%a4%be%e0%a4%b0%e0 %a4%be-%e0%a4%ac%e0%a4%b8%e0%a4%be%e0%a4%a8/… via
@Indian
 viewer
#Joshimath #JoshimathIsSinking #JoshimathSubsidence #joshimathsinking #Joshimathcrisis #NewsUpdate #Uttarakhand
indianviewer.com
Truth of Joshimath Landslide: 'Re-settling Joshimath is not free from danger', know why they are saying this...
The residents of Joshimath are in the hope that the government will save their homes, resettle them, and the wounds of the mythical city Joshimath will be treated for sure. But from IIT Kanpur
1
83",,,,1,[],https://twitter.com/DKKhabri/status/1612385298696269824,PERSON,male,"{'neg': 0.041, 'neu': 0.86, 'pos': 0.099, 'compound': 0.5103}",0.5103,pos
5060,5060,Ramesh Bhatt,@Rameshbhimtal,2023-01-09T09:42:06.000Z,"Ramesh Bhatt
@rameshbhimtal
,
9 Jan","What is the secret of water leakage in Joshimath?
#save joshimath
#joshimathsinking
2:20
From
Devbhoomi Dialogue
3
30
121
6,210",,3.0,30.0,121,['https://pbs.twimg.com/ext_tw_video_thumb/1612358736865275904/pu/img/qxikwBizWfyOAYel.jpg'],https://twitter.com/Rameshbhimtal/status/1612384207233503232,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5061,5061,Amar Ujala,@AmarUjalaNews,2023-01-09T09:42:00.000Z,"my light
@amrujalaneos
·
Go to 9","#pmoindia #joshimathsinking #pushkarsinghdhami
PMO Meeting: PMO meeting regarding landslide in Joshimath, discussion on many issues
youtube.com
PMO Meeting: PMO meeting regarding landslide in Joshimath, many...
Joshimath Landslide: The Principal Secretary to the Prime Minister reviewed the situation in the PMO meeting on the landslide issue in Joshimath. In this, Chief Secretary of Uttarakhand Josh...
1
1
32
1,811",,1.0,1.0,32,[],https://twitter.com/AmarUjalaNews/status/1612384182453567489,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5067,5067,Satyajeet Panwar,@Satyajeet_IN,2023-01-10T17:46:27.000Z,"Satyajit Panwar
@satyajit_in
,
10 Jan","#joshimathsinking
atul sati joshimath
@atulsati1
,
Jan 10
Yogesh Pandey's picture
2
26",,,,2,"['https://pbs.twimg.com/profile_images/1470749588369784833/9hcp9KNK_mini.jpg', 'https://pbs.twimg.com/media/FmHW_JcXkAACxtY?format=jpg&name=small']",https://twitter.com/Satyajeet_IN/status/1612868486963003393,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5068,5068,Gautam Kumar Singh (Babu Saheb).,@AdvGautamsingh,2023-01-10T17:43:51.000Z,"Gautam Kumar Singh (Babu Saheb).
@AdvGautamsingh
,
Jan 10","#SaveJoshimath
#joshimath
#joshimathcrisis
#joshimathsinking
Please support #Joshimath ... Everyone help in your own way.
2
213",,,,2,['https://pbs.twimg.com/media/FmIOvfWacAIU9Sf?format=jpg&name=small'],https://twitter.com/AdvGautamsingh/status/1612867830155993088,PERSON,male,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.7717}",0.7717,pos
5075,5075,Manish Bhatt,@manishbhattuk,2023-01-10T16:33:55.000Z,"Manish Bhatt
@manishbhattuk
·
10 Jan","#Uttarakhand: The cases are increasing district wise.

#joshimathsinking #JoshimathSubsidence #Joshimath
Rajya Sameeksha
@RajyaSameeksha
,
Jan 10
Now Maroda village of Rudraprayag has given a danger signal, many houses have been destroyed due to the rail tunnel! https://rajyasameeksha.com/uttarakhand/24961-rudraprayag-maroda-village-rail-tunnel-house-crack…
1
2
102",,,1.0,2,['https://pbs.twimg.com/profile_images/1044151692353134592/y8rPbOxc_mini.jpg'],https://twitter.com/manishbhattuk/status/1612850232584462341,PERSON,male,"{'neg': 0.16, 'neu': 0.768, 'pos': 0.072, 'compound': -0.5848}",-0.5848,neg
5077,5077,ZEE HINDUSTAN,@ZeeHindustan_,2023-01-10T16:30:00.000Z,"ZEE HINDUSTAN
@ZeeHindustan_
·
10 Jan","#JoshimathSinking: Supreme Court refuses immediate hearing, date given for next hearing
zeenews.india.com
Joshimath Sinking: Supreme Court refuses immediate hearing, date given for next hearing
The Supreme Court on Tuesday agreed to hear on January 16 a plea seeking the court's intervention to declare the crisis arising out of landslide in Joshimath, Uttarakhand, as a national calamity.
1
45",,,,1,[],https://twitter.com/ZeeHindustan_/status/1612849247463903240,PERSON,male,"{'neg': 0.061, 'neu': 0.746, 'pos': 0.193, 'compound': 0.8316}",0.8316,pos
5080,5080,Raman Jamwal,@RamanJamwal7,2023-01-10T16:17:20.000Z,"Raman Jamwal
@Ramanujamwal7
·
10 reports","Standing with Joshimath people...
Compensate them asap sir PM #NarendraModi #PMOIndia #Uttrakhand #ntpc #joshimathsinking #zeenews #AAjTak
1
36",,,,1,[],https://twitter.com/RamanJamwal7/status/1612846061416251392,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5082,5082,Alok Jain,@alokjainhk,2023-01-10T15:55:32.000Z,"Alok Jain
@alokjainhk
·
10 Jan","The nature strikes back!

#climatechange #ClimateEmergency #ClimateCrisis #joshimathsinking
Vimlendu Jha विमलेंदु झा
@vimlendu
·
10 Jan
JOSHIMATH SINKING THREAD:
All the coverage on Joshimath will show you visuals of haphazard construction n tilted homes with cracks, n also build a narrative that it is the main reason for the disaster. That’s half the truth and a coverup exercise, to protect the main CULPRIT. ++
Show this thread
80",,,,,['https://pbs.twimg.com/profile_images/1144996152338599936/KX067fDj_mini.jpg'],https://twitter.com/alokjainhk/status/1612840573937020928,PERSON,male,"{'neg': 0.097, 'neu': 0.833, 'pos': 0.069, 'compound': -0.4574}",-0.4574,neg
5102,5102,Parth singh baghel,@EmphaticBaghel,2023-01-10T10:52:47.000Z,"Parth singh baghel
@EmphaticBaghel
·
10 Jan","@YogeshMishraK
 not even a single article on #Joshimathcrisis.
Shame shame 
#Joshimath #joshimathsinking
31",,,,,[],https://twitter.com/EmphaticBaghel/status/1612764381892472834,PERSON,male,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.7351}",-0.7351,neg
5103,5103,The Pioneer,@ThePynr,2023-01-10T10:52:33.000Z,"The Pioneer
@ThePynr
·
10 Jan","'There are democratically elected institutions to look into it': SC refuses urgent hearing on Joshimath crisis

#DYChandrachud #Joshimath #Joshimathsinking #Landslide #sinkingtown #SupremeCourt #SupremeCourtofIndia #Uttarakhand #National #NewsUpdates
pynr.in
‘There are democratically elected institutions to look into it’: SC refuses urgent hearing on...
The Supreme Court on Tuesday refused urgent hearing of a plea seeking the court's intervention to declare the crisis in Uttarakhand's Joshimath a national disaster, saying there are ""democratically...
42",,,,,[],https://twitter.com/ThePynr/status/1612764326326333441,PERSON,male,"{'neg': 0.172, 'neu': 0.722, 'pos': 0.107, 'compound': -0.8176}",-0.8176,neg
5111,5111,Digpal Singh,@DigpalSj,2023-01-10T09:57:48.000Z,"Digpal Singh
@DigpalSj
·
10 Jan","Joshimath: People forced to leave their homes with tears in their eyes and anger in their hearts for losing the legacy of their forefathers.
#joshimathsinking #joshimathsubsidence
india.com
Joshimath: People forced to leave home with tears in their eyes, anger in their hearts for losing the legacy of their forefathers
The situation in Joshimath, located in Chamoli district of Uttarakhand, is not normal at all. Due to land subsidence and cracks in the houses, people are being forced to leave their homes. Your ancestral home...
1
1
27",,,1.0,1,['https://pbs.twimg.com/card_img/1623286585759535105/P5-cJt8n?format=jpg&name=small'],https://twitter.com/DigpalSj/status/1612750546217340928,PERSON,male,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.975}",-0.975,neg
5113,5113,The Tanatan,@TheTanatan,2023-01-10T09:06:29.000Z,"the tonaton
@thenathan
,
10 Jan","#Joshimath Sinking: Refusal of urgent hearing, #SupremeCourt gave date of 16th January.

#joshimathsinking #JoshimathIsSinking #JoshimathSubsidence | #Uttarakhand #CJI
thetanatan.com
Joshimath Sinking: Refusal of immediate hearing, Supreme Court gave date of January 16
Agreed to consider on January 16 a plea seeking intervention to declare Uttarakhand's Joshimath crisis as a national calamity.
55",,,,,[],https://twitter.com/TheTanatan/status/1612737631867269123,PERSON,male,"{'neg': 0.072, 'neu': 0.795, 'pos': 0.133, 'compound': 0.34}",0.34,pos
5123,5123,Syed Hassan Kazim,@kazimtweets,2023-01-10T08:22:49.000Z,"Syed Hassan Kazim
@kazimtweets
·
10 January","3/3 You cannot raise buildings & tunnels over graveyards & demolished houses and call it ""vikas"". What is happening in the sinking town of #Joshimath is not a sudden thing, it has been happening since long and the state has been ignoring it for obvious reasons. #joshimathsinking
66",,,,,[],https://twitter.com/kazimtweets/status/1612726642966945792,PERSON,male,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg
5125,5125,Dainik Jagran,@JagranNews,2023-01-10T07:45:30.000Z,"Dainik Jagran
@jagranoos
,
10 Jan","Joshimath Sinking: Why are 2 big hotels being demolished first, what is the danger from them in Joshimath. Joshimath Cracks

#joshimathsinking #joshimath #uttarakhand
7
25
3,178",,,7.0,25,['https://pbs.twimg.com/media/FmGBoUlaEAEXmtU.jpg'],https://twitter.com/JagranNews/status/1612717251282477057,PERSON,male,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
5137,5137,Sandesh,@sandeshnews,2023-01-10T06:43:31.000Z,"message
@SandeshNews
,
10 Jan","The Supreme Court on the Joshimath crisis does not need to bring such matters to court
#SupremeCourt #joshimathSinking #Uttarakhand

https://sandesh.com/india/supreme-court-declines-urgent-hearing-of-joshimath-sinking-incidents-on…
To Read More News Download Sandesh News App : https://sandesh.com/d
sandesh.com
The Supreme Court refused an immediate hearing on the Joshimath crisis
This application was filed on behalf of Swami Avimukteswaranand, Advocate Parameshwar Nath Mishra demanded an early hearing in this matter, the court says that
1
378",,,,1,[],https://twitter.com/sandeshnews/status/1612701652691349508,PERSON,male,"{'neg': 0.154, 'neu': 0.728, 'pos': 0.118, 'compound': -0.596}",-0.596,neg
5143,5143,Roshan Sharma,@RameshS84912295,2023-01-10T05:57:39.000Z,"Roshan Sharma
@RameshS84912295
·
10 Jan","I am speaking from Joshimath.

Every victim's family should give a job to the army to a man in every house, they should be given a job in the police
#savejoshimath
#save joshimath
#joshimathsinking
#joshimath
@KirenRijiju
 @smritiirani
@narendramodi
 @AmitShah
@rajnathsingh
 @nitin_gadkari
@blsanthosh
1:43
68",,,,,"['https://pbs.twimg.com/ext_tw_video_thumb/1612689969906319361/pu/img/oH9PW4oQVFA8FtPk.jpg', 'https://pbs.twimg.com/media/FmFtG14aMAAUIen?format=jpg&name=360x360']",https://twitter.com/RameshS84912295/status/1612690110876880898,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
